"assessid","stockid","mgmt","assessor","years","year","method","method1","method2","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","msy_true","b0_true","msy_true_units","b0_true_units","tl_nyrs","tl_avg","tl_units","tc_nyrs","tc_avg","tc_units","catch_type","catch_nyrs","catch_avg","catch_units","r_nyrs","r_avg","r_units","ssb_nyrs","ssb_avg","ssb_units","tb_nyrs","tb_avg","tb_units","tn_nyrs","tn_avg","tn_units","sp_model"
"ADFG-PSALMAIALIKL-1962-1998-HIVELY","PSALMAIALIKL","AKSTATE","ADFG","1962-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Aialik Lagoon (Eastern D)","USA-AKSTATE-AIALIKL","Pink Salmon Aialik Lagoon (Eastern D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,13,0,"E00","tc",13,0,"E00",13,2646.15384615385,"E00",15,3980,"E00",0,NA,NA,13,2646.15384615385,"E00",NA
"ADFG-PSALMAKPNWD-1962-1998-HIVELY","PSALMAKPNWD","AKSTATE","ADFG","1962-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","AK Pen Northwestern District","USA-AKSTATE-AKPNWD","Pink Salmon AK Pen Northwestern District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,35,31702.8571428571,"E00","tc",35,31702.8571428571,"E00",35,60180,"E00",37,27175.6756756757,"E00",0,NA,NA,35,60180,"E00",NA
"ADFG-PSALMAKPSESCD-1962-1998-HIVELY","PSALMAKPSESCD","AKSTATE","ADFG","1962-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","AK Pen Southeastern and South-central Districts","USA-AKSTATE-AKPSESCD","Pink Salmon AK Pen Southeast and South-central Districts","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,35,2936982.85714286,"E00","tc",35,2936982.85714286,"E00",35,4427342.85714286,"E00",37,1456445.94594595,"E00",0,NA,NA,35,4427342.85714286,"E00",NA
"ADFG-PSALMAKPSWUD-1962-1998-HIVELY","PSALMAKPSWUD","AKSTATE","ADFG","1962-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","AK Pen Southwestern and Unimak Districts","USA-AKSTATE-AKPSWUD","Pink Salmon AK Pen Southwest and Unimak Districts","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,35,1187250.85714286,"E00","tc",35,1187250.85714286,"E00",35,1840665.71428571,"E00",37,650770.27027027,"E00",0,NA,NA,35,1840665.71428571,"E00",NA
"ADFG-PSALMALITAKD-1978-1998-HIVELY","PSALMALITAKD","AKSTATE","ADFG","1978-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Alitak District","USA-AKSTATE-ALITAKD","Pink Salmon Alitak District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,19,1432531.57894737,"E00","tc",19,1432531.57894737,"E00",19,2238736.84210526,"E00",19,803684.210526316,"E00",0,NA,NA,19,2238736.84210526,"E00",NA
"ADFG-PSALMAMAKC-1960-1997-HIVELY","PSALMAMAKC","AKSTATE","ADFG","1960-1997",1997,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Amakdedori Creek (Kamishak D)","USA-AKSTATE-AMAKC","Pink Salmon Amakdedori Creek (Kamishak D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,27,0,"E00","tc",27,0,"E00",27,6033.33333333333,"E00",28,7960.71428571429,"E00",0,NA,NA,27,6033.33333333333,"E00",NA
"TINRO-PSALMAMURPW-1950-2005-HIVELY","PSALMAMURPW","TINRO","TINRO","1950-2005",2005,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","Amur pink wild","Russia-TINRO-AMURPW","Pink Salmon Amur pink wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,54,1426562.96296296,"E00","tc",54,1426562.96296296,"E00",54,2889555.55555556,"E00",54,1462222.22222222,"E00",0,NA,NA,54,2889555.55555556,"E00",NA
"TINRO-PSALMANADYRPW-1950-2005-HIVELY","PSALMANADYRPW","TINRO","TINRO","1950-2005",2005,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","Anadyr pink wild","Russia-TINRO-ANADYRPW","Pink Salmon Anadyr pink wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,54,30040.9259259259,"E00","tc",54,30040.9259259259,"E00",54,100146.481481481,"E00",54,70103.8888888889,"E00",0,NA,NA,54,100146.481481481,"E00",NA
"ADFG-PSALMANAN-1960-1998-HIVELY","PSALMANAN","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Anan (District107)","USA-AKSTATE-ANAN","Pink Salmon Anan (District107)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,707838.461538462,"E00",0,NA,NA,0,NA,NA,NA
"DFO-PSALMATNARKO-1974-1998-HIVELY","PSALMATNARKO","DFO","DFO","1974-1998",1998,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Atnarko (Area 8)","Canada-DFO-ATNARKO","Pink Salmon Atnarko (Area 8)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,22,1254645.45454545,"E00","tc",22,1254645.45454545,"E00",22,2437090.90909091,"E00",24,1138541.66666667,"E00",0,NA,NA,22,2437090.90909091,"E00",NA
"ADFG-PSALMAUKEC-1971-1998-HIVELY","PSALMAUKEC","AKSTATE","ADFG","1971-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Auke Creek (Northern Inside)","USA-AKSTATE-AUKEC","Pink Salmon Auke Creek (Northern Inside)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,28,7293.5,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMBARABARA-1960-1998-HIVELY","PSALMBARABARA","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Barabara (Southern D)","USA-AKSTATE-BARABARA","Pink Salmon Barabara (Southern D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,33,163.636363636364,"E00","tc",33,163.636363636364,"E00",33,5193.93939393939,"E00",35,4802.85714285714,"E00",0,NA,NA,33,5193.93939393939,"E00",NA
"ADFG-PSALMBARANOFE-1960-1998-HIVELY","PSALMBARANOFE","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Baranof E (District109)","USA-AKSTATE-BARANOFE","Pink Salmon Baranof E (District109)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,186102.564102564,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMBKAMISHAKR-1962-1996-HIVELY","PSALMBKAMISHAKR","AKSTATE","ADFG","1962-1996",1996,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Big Kamishak River  (Kamishak D)","USA-AKSTATE-BKAMISHAKR","Pink Salmon Big Kamishak River  (Kamishak D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,12,0,"E00","tc",12,0,"E00",12,13641.6666666667,"E00",14,24192.8571428571,"E00",0,NA,NA,12,13641.6666666667,"E00",NA
"DFO-PSALMBONDS-1953-1997-HIVELY","PSALMBONDS","DFO","DFO","1953-1997",1997,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","BondSound (Area 12)","Canada-DFO-BONDS","Pink Salmon BondSound (Area 12)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,45,18897.7777777778,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMBRUINR-1960-1998-HIVELY","PSALMBRUINR","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Bruin River","USA-AKSTATE-BRUINR","Pink Salmon Bruin River (Kamishak D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,33,32909.0909090909,"E00","tc",33,32909.0909090909,"E00",36,136294.444444444,"E00",34,109164.705882353,"E00",0,NA,NA,36,136294.444444444,"E00",NA
"ADFG-PSALMBURNETT-1960-1998-HIVELY","PSALMBURNETT","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Burnett (District106)","USA-AKSTATE-BURNETT","Pink Salmon Burnett (District106)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,282830.256410256,"E00",0,NA,NA,0,NA,NA,NA
"DFO-PSALMBURR-1953-1995-HIVELY","PSALMBURR","DFO","DFO","1953-1995",1995,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Burrard","Canada-DFO-BURR","Pink Salmon Burrard","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,25,49530.2,"E00",0,NA,NA,0,NA,NA,NA
"DFO-PSALMBUTEI-1953-1997-HIVELY","PSALMBUTEI","DFO","DFO","1953-1997",1997,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Bute Inlt (Area 13)","Canada-DFO-BUTEI","Pink Salmon Bute Inlt (Area 13)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,35,13996.1428571429,"E00",0,NA,NA,0,NA,NA,NA
"DFO-PSALMBWLAB-1953-1997-HIVELY","PSALMBWLAB","DFO","DFO","1953-1997",1997,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","BetwLoandBte (Area 13)","Canada-DFO-BWLAB","Pink Salmon BetwLoandBte (Area 13)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,45,52991.7777777778,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMCHIGNIKBD-1962-1997-HIVELY","PSALMCHIGNIKBD","AKSTATE","ADFG","1962-1997",1997,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Bay District","USA-AKSTATE-CHIGNIKBD","Pink Salmon Chignik Bay District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,31,85270.9677419355,"E00","tc",31,85270.9677419355,"E00",34,110482.352941176,"E00",33,28584.8484848485,"E00",0,NA,NA,34,110482.352941176,"E00",NA
"ADFG-PSALMCHIGNIKCD-1962-1997-HIVELY","PSALMCHIGNIKCD","AKSTATE","ADFG","1962-1997",1997,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Central District","USA-AKSTATE-CHIGNIKCD","Pink Salmon Chignik Central District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,34,107500,"E00","tc",34,107500,"E00",34,245144.117647059,"E00",36,134922.222222222,"E00",0,NA,NA,34,245144.117647059,"E00",NA
"ADFG-PSALMCHIGNIKED-1962-1997-HIVELY","PSALMCHIGNIKED","AKSTATE","ADFG","1962-1997",1997,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Eastern District","USA-AKSTATE-CHIGNIKED","Pink Salmon Chignik Eastern District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,34,153285.294117647,"E00","tc",34,153285.294117647,"E00",34,574752.941176471,"E00",36,412905.555555556,"E00",0,NA,NA,34,574752.941176471,"E00",NA
"ADFG-PSALMCHIGNIKWD-1962-1997-HIVELY","PSALMCHIGNIKWD","AKSTATE","ADFG","1962-1997",1997,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Chignik Western District","USA-AKSTATE-CHIGNIKWD","Pink Salmon Chignik Western District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,34,298247.058823529,"E00","tc",34,298247.058823529,"E00",34,458282.352941176,"E00",36,166319.444444444,"E00",0,NA,NA,34,458282.352941176,"E00",NA
"ADFG-PSALMCHINAP-1960-1998-HIVELY","PSALMCHINAP","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","China Poot (Southern D)","USA-AKSTATE-CHINAP","Pink Salmon China Poot (Southern D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,33,10224.2424242424,"E00","tc",33,10224.2424242424,"E00",33,16663.6363636364,"E00",35,6402.85714285714,"E00",0,NA,NA,33,16663.6363636364,"E00",NA
"DFO-PSALMCHV-1957-1991-HIVELY","PSALMCHV","DFO","DFO","1957-1991",1991,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Ch/Vedder","Canada-DFO-CHV","Pink Salmon Ch/Vedder","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,18,167955.555555556,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMCOGHILLD-1965-1998-HIVELY","PSALMCOGHILLD","AKSTATE","ADFG","1965-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Coghill District","USA-AKSTATE-COGHILLD","Pink Salmon Coghill District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,34,135294.117647059,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMDOGFISH-1960-1998-HIVELY","PSALMDOGFISH","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Dogfish (Southern D)","USA-AKSTATE-DOGFISH","Pink Salmon Dogfish (Southern D)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,25,2176,"E00","tc",25,2176,"E00",31,5367.74193548387,"E00",26,3626.92307692308,"E00",0,NA,NA,31,5367.74193548387,"E00",NA
"WDFW-PSALMDOSEWHC-1959-1997-HIVELY","PSALMDOSEWHC","WASTATE","WDFW","1959-1997",1997,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Dosewallips (Hood Canal)","USA-WASTATE-DOSEWHC","Pink Salmon Dosewallips (Hood Canal)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,19,30204.1052631579,"E00","tc",19,30204.1052631579,"E00",19,81676.8421052632,"E00",20,49907.5,"E00",0,NA,NA,19,81676.8421052632,"E00",NA
"WDFW-PSALMDUCKA-1959-1997-HIVELY","PSALMDUCKA","WASTATE","WDFW","1959-1997",1997,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Duckabush (Hood Canal)","USA-WASTATE-DUCKA","Pink Salmon Duckabush (Hood Canal)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,19,13216.8421052632,"E00","tc",19,13216.8421052632,"E00",19,40123.6842105263,"E00",20,26046,"E00",0,NA,NA,19,40123.6842105263,"E00",NA
"WDFW-PSALMDUNGENHC-1959-1997-HIVELY","PSALMDUNGENHC","WASTATE","WDFW","1959-1997",1997,"Unknown","unknown","Unknown","USA","US West Coast (Pacific Salmon)","Dungeness (Juan de Fuca)","USA-WASTATE-DUNGENHC","Pink Salmon Dungeness (Juan de Fuca)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,19,39767.8947368421,"E00","tc",19,39767.8947368421,"E00",19,87537.3684210526,"E00",20,47381,"E00",0,NA,NA,19,87537.3684210526,"E00",NA
"ADFG-PSALMEBEHM-1960-1998-HIVELY","PSALMEBEHM","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","EBehm (District 101)","USA-AKSTATE-EBEHM","Pink Salmon EBehm (District 101)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,2424871.79487179,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMEDALL-1960-1998-HIVELY","PSALMEDALL","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","EDall (District103)","USA-AKSTATE-EDALL","Pink Salmon EDall (District103)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,541400,"E00",0,NA,NA,0,NA,NA,NA
"TINRO-PSALMEKAMPW-1950-2005-HIVELY","PSALMEKAMPW","TINRO","TINRO","1950-2005",2005,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","East Kamchatka pink wild","Russia-TINRO-EKAMPW","Pink Salmon East Kamchatka pink wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,54,16009425.9259259,"E00","tc",54,16009425.9259259,"E00",54,32125185.1851852,"E00",54,16105518.5185185,"E00",0,NA,NA,54,32125185.1851852,"E00",NA
"ADFG-PSALMELIZAH-1960-1998-HIVELY","PSALMELIZAH","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Eliza Hbr (District109)","USA-AKSTATE-ELIZAH","Pink Salmon Eliza Hbr (District109)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,250824.871794872,"E00",0,NA,NA,0,NA,NA,NA
"TINRO-PSALMESAKPH-1950-2005-HIVELY","PSALMESAKPH","TINRO","TINRO","1950-2005",2005,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","East Sakhalin pink hatchery","Russia-TINRO-ESAKPH","Pink Salmon East Sakhalin pink hatchery","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,33,4484848.48484848,"E00","tc",33,4484848.48484848,"E00",33,8669090.90909091,"E00",52,2675000,"E00",0,NA,NA,33,8669090.90909091,"E00",NA
"TINRO-PSALMESAKPW-1950-2005-HIVELY","PSALMESAKPW","TINRO","TINRO","1950-2005",2005,"Unknown","unknown","Unknown","Russia","Russia Japan (Pacific Salmon)","East Sakhalin pink wild","Russia-TINRO-ESAKPW","Pink Salmon East Sakhalin pink wild","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,54,28823703.7037037,"E00","tc",54,28823703.7037037,"E00",54,54775185.1851852,"E00",54,25956666.6666667,"E00",0,NA,NA,54,54775185.1851852,"E00",NA
"ADFG-PSALMESHAMYD-1965-1998-HIVELY","PSALMESHAMYD","AKSTATE","ADFG","1965-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Eshamy District","USA-AKSTATE-ESHAMYD","Pink Salmon Eshamy District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,30,8366.13333333333,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMESND-1978-1998-HIVELY","PSALMESND","AKSTATE","ADFG","1978-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Eastside-Northend District","USA-AKSTATE-ESND","Pink Salmon Eastside-Northend District","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,19,1949447.36842105,"E00","tc",19,1949447.36842105,"E00",19,2938052.63157895,"E00",19,987842.105263158,"E00",0,NA,NA,19,2938052.63157895,"E00",NA
"ADFG-PSALMFARRAGUT-1960-1998-HIVELY","PSALMFARRAGUT","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Farragut (District110)","USA-AKSTATE-FARRAGUT","Pink Salmon Farragut (District110)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,26851.0256410256,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMFRESHWB-1960-1998-HIVELY","PSALMFRESHWB","AKSTATE","ADFG","1960-1998",1998,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Freshw By (District112)","USA-AKSTATE-FRESHWB","Pink Salmon Freshw By (District112)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,39,243530.769230769,"E00",0,NA,NA,0,NA,NA,NA
"DFO-PSALMGEOHOWE-1953-1997-HIVELY","PSALMGEOHOWE","DFO","DFO","1953-1997",1997,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","GeorgiaHowe (Area 16)","Canada-DFO-GEOHOWE","Pink Salmon GeorgiaHowe (Area 16)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,18,419.444444444444,"E00",0,NA,NA,0,NA,NA,NA
"ADFG-PSALMGOLOVIN-1962-2004-HIVELY","PSALMGOLOVIN","AKSTATE","ADFG","1962-2004",2004,"Unknown","unknown","Unknown","USA","US Alaska (Pacific Salmon)","Golovin","USA-AKSTATE-GOLOVIN","Pink Salmon Golovin (Norton Sound)","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,35,21166.2571428571,"E00","tc",35,21166.2571428571,"E00",22,420130.909090909,"E00",22,396755,"E00",0,NA,NA,19,318441.052631579,"E00",NA
"DFO-PSALMHARR-1957-1991-HIVELY","PSALMHARR","DFO","DFO","1957-1991",1991,"Unknown","unknown","Unknown","Canada","Canada West Coast (Pacific Salmon)","Harrison","Canada-DFO-HARR","Pink Salmon Harrison","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink salmon",NA,NA,NA,NA,0,NA,NA,0,NA,NA,"none",0,NA,NA,0,NA,NA,18,352344.444444444,"E00",0,NA,NA,0,NA,NA,NA
